user_id,successful,p_converted,p_cvr,event_count,country,country_United_States,country_Saudi_Arabia,country_India,country_Britain,country_Italy,average_load_time,max_load_time,event_bench_load_success_count,event_profile_search_success_count,event_add_profile_success_count,event_upgrade_plan_count,event_pricing_model_count,event_profile_load_fail_count,event_email_receipt_count,platform_all_count,platform_brbench_count,platform_fb_count,platform_hashtags_count,platform_ig._count,platform_ig_count,platform_li_count,platform_meta_count,platform_nan_count,platform_tk_count,platform_tw_count,platform_xch_count,platform_yt_count,platform_total_count,view_add,view_addprofiles,view_ads,view_bench,view_benchmark,view_brands,view_campaigns,view_connect,view_content-pillars,view_hashtag,view_nan,view_page,view_postsfeed,view_profile,view_proj,view_projecthome,view_reports,view_search,view_settings,view_upgradeplan
9a39b5a351bd56754ed8535bd0094c2b39c2c52e432e3ccbdbf45206c09ccf32,0,1,0.9536708865203483,17,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
df3d3866e28ef78ec9e3635cfc265ea2db92160c790110c1ae09cbcc1a3c5f97,0,1,0.9536708865203483,15,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
1f74311f8102e47ade84e8e3f08059944db7a4c203e6685830b9ae21baec8202,0,1,0.9536708865203483,19,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
34f6e947899173b59572fc909a7d0a91abb869b71a5226e6bad76382e5322e5f,0,1,0.9536708865203483,16,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
db67d98091845b15db58cfda42de833fa5be2d809707e965387ad4d2d90b54ab,0,1,0.9536708865203483,15,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
71d5ce75aa5b3c771f363626a487efbed70cde8b11a55951090404222948a734,0,1,0.9536708865203483,13,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
4886b00e3201f04b789a906f91cc6585e6fea0f6f98f5dc83a37f2f0ceb679bb,0,1,0.9536708865203483,14,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
1c5bc2e0b8b4ec976af700dca8f1e6c2dc0d31eb75f5bc785f00c1932fc7106a,0,1,0.9536708865203483,15,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
586eba386d02a912d71b967a4b4aa519931c225d113a2038301cdbf5748c9093,0,1,0.9536708865203483,14,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
15cf20dd1897ba049979a7a76f2fd5dc72dc193b53f22708640d79f8e887d17d,0,1,0.9536708865203483,15,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
43ec53d59befa8254901bb8c46bdb147da5ad2027009389c147e5828315e5d79,0,1,0.9536708865203483,14,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
0129c54dd29723bda2a1b24c779ad6e94270ebfef329d0c758b28e7c95a1ce66,0,1,0.9536708865203483,15,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
f2f9584ecc285bca6aae4bbb5cd2593a1fedfe6fe80af95a05c42f256cbd5e0a,0,1,0.9536708865203483,14,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
29adde1cc18ac7968195af297b3f9de50d6249a4adbfe347059159768fde8933,0,1,0.9536708865203483,16,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
b131ae07960e89ed7596c66d6149cd5d3855549fbbf8d6148ffbb1ef37a8dea0,0,1,0.9536708865203483,16,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
3ff892a5e6bdb9f1307c112ed880778ec3964d13cba7e8dd56b0af1cca377aef,0,1,0.9536708865203483,13,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
57aa82263d661d728e4e5e94bfdc10e151550121f173bd7d62cf19e287ac7dc4,0,1,0.9536708865203483,13,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
216e637a4c44da0140734821962c9813ecf73e03a6a9b501905f75237bb7308a,0,1,0.9536708865203483,13,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
0ef4395ec201ba02ea6ec15e9b6201e86635e77a993e6881f55130fea7bf637a,1,1,0.9511316085563165,40,Singapore,0,0,0,0,0,1.664,1.664,0,1,1,3,3,0,1,0,0,6,0,0,0,0,0,6,0,0,28,0,40,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,10,0,0,10,0
b7647fefee78bbf23993dbad2267a8a12b641278ef63566281a2e163a581ba33,0,1,0.947349102004643,31,Egypt,0,0,0,0,0,1.6068125,2.431,0,0,0,7,7,0,2,0,0,0,0,0,0,0,0,6,0,0,25,0,31,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,7,7
f43206422e27669664f6de4723afd09e5005c733d01889732556e46bb77031e2,1,1,0.9470236989575859,64,United States,1,0,0,0,0,1.571,6.486,4,1,2,3,3,0,1,0,0,0,0,0,0,43,0,6,0,0,15,0,64,0,0,0,0,22,0,0,0,0,0,23,0,3,14,0,2,0,0,0,0
8ff589d79a8ce7c751ead5c98c42877dac352468cc0a8be8f2ae61e231d85ecd,0,1,0.9464044883635331,529,Turkey,0,0,0,0,0,3.772844155844156,40.383,29,5,19,5,5,0,5,0,15,64,0,0,120,0,6,17,10,49,186,62,529,0,1,0,0,96,75,0,0,1,0,126,0,3,161,0,53,3,0,10,0
9aac67e6e2933d1757576b14bb085ca074dd7867ce60775c51ee272f0b215445,1,1,0.9449562561334763,54,United States,1,0,0,0,0,1.0348000000000002,1.861,3,4,6,1,1,0,1,0,0,15,0,0,12,0,0,5,4,0,16,2,54,0,0,0,0,14,0,0,0,0,0,31,0,0,6,0,3,0,0,0,0
d508a7ab5a1818fca16494d28cdf9cda43c1b719e3c3564173333f4454e135a7,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
3875e1a519db809e922663ad6e5f5f1cb3dc2ed9926be2ca2f8f3253e653ffae,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
f80abe9a2bad054f21fc1cb307669ee255ec0a9b9f293d4537d50a2b86f00373,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
5d103dd98c22b675c22cc9810a39cb5ddcf2528fe6b824a47d1a654711d7e794,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
e1057cb1f977631bb20e7dda216c106dbec599311e3fe1e658d528ec23230ee4,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
62b4ec10760b1d15d27d6932d020e767f765a29704d9d94f65d0df149b2537c7,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
8ce42f74cef1334753c0d93d9db6b7718a26c416480ef5add4d976f2dc26ce36,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
21e345cb71278ef2672af1729a40eb58c734961a3d47d17533fb7958866e061c,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
b4142a1d00107a7e3c3fd9a71352a2eacc5936035eced8cb909e02c94fda4017,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
0a60db0ee410d8df70735fed3f06f5a91f2534b72c6e5c82f6398b94178dde14,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
8c0e0f2175731f6d245c582b1362edb2267037c87eab0adcafc680fe21818c8b,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
7c7b8e1550325d5dd8616bf53eaa2b5132998e0b3df5dbcc39b79624c97d01f6,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
e52efa4c2d8276cc1c7886ec52cd83cdede459e96b699bdc7afce391bb4b1e4f,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
0a8f3f2e1bcc7175c25b02991a6baf689de90cb22dd4cd086c7890b5d8e07241,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
4150c3787c51aa84f0dbf429f53ebb91ca4be18eb8a92ecd5480a5648f186b0b,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
7bf8b210c01dc09e4edba5379434477749fd71a1449cb47bc2c22f3ba72e57b8,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
c11496ca96f88f27480116182e0a39754b61dc71e517c8aa3a72a80b168a63c5,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
95df465bfbec63d2a5cb4e1e2b3269d5eaf5adcbb241865bcbdab30c3f1d7c99,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
575d59688458bbe8a4159573b5786e8c025318612ff49a6a2d986f25f5587a0b,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
eda6ca7bb8d2eb99c0c1c7a2c68b2089b44a9c3e637d9bbca621e4b50588e985,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
9bd3b6a6c374677261f5b6a21772e14e0b89d56f0a85d5fa66f9fc6509019ccf,0,1,0.9391468933948544,9,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
8bb5349f45317b368ca5ab837013346a2e2075a4bda017bdbefb22f16b0e44df,1,1,0.9372587336380799,28,India,0,0,1,0,0,1.6068125,2.431,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,8,0,0,20,0,28,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,6
edfc855ea2bbcc79a25fd52f36244627da864e0bdec51d4f196fdda597598977,0,1,0.9362562287243871,12,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
e861aa8f221f03eab79eb235283405a3bc30e95e24ea146b3f1079fa2bb57875,0,1,0.9362562287243871,12,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
13fb14346f3959b860e4984cc8300c42ebad71f410ec0d4804eed02e4a928845,0,1,0.9362562287243871,12,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
49e234cb944022a7395f1bf5ede61e51e6c5fa4270d1c0d4fda552db4bcbb1fe,0,1,0.9362562287243871,12,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
504337789de7fc4c1e3f028417412df02ef4d6515757cd2d9c10207a45d8f457,0,1,0.9362562287243871,12,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
253fa75237d5164271ee152945902495b2af28cca726ef6a75a55f0ad4d93a4f,0,1,0.9362562287243871,12,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
79419829e62ba233c88c21fabcce894776b697e33fd214452f8789a13e0fc57c,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
b64e41ddee8a8bec352f3df5c46a6e51345bb40e8aa395f5bd1ac9191779da4f,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
5b093ceba7961722c29697cfaf01e869b0daaa15fa5bf7efe257b52fb8a84fce,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
499f5cfc6671122a491ff3d08fa150a9b0a985e2425e6e343527695d5ecf9309,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
5b25fe9ec27937946d0bc88433abf035214649788b607e0a1b3269684be5522f,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
0c7e3ea0f289470ca33fd8254f6a68bb5c61dc3116de2feacb885bd077b0779a,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
0d2b71a64f193a36f73f740472d921ff35eee445befbb0fa19764cc0df4c3f8c,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
c9b7218d1a245628bd7383fb8a48555721515f4373b4369f687e956be5746c9f,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
4f42b5f74d5f753e34005b5894d505c701d457c1c672dd2d4b92d3d15172643f,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
cdca3754c01755911ca43c80a32ff752132e6fc1bbcc1491d058a8653b77358d,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
9d99e9ba4ae0150661ac9322e7dc73a11306fe091f5df59195d6072b41d3fa35,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
e4f1afaceccee8cc0181b966bf7b8182738d9547fea31a6f15344b14f28cf79c,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
81922c2927d81ab963e8be1922e5d40039af13b4caef0ef932de8f3bc4612fa2,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
425b2deb36974214ebfbc159cf2889e1a50683a4e01842e3328f22f95a31a6ad,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
1305717620b31bf3948b141c5ea84762b9d5c5d18af86a6a19a9202d63d84912,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
bc863748c03268c1bab3e95e1e4500514b769162c8ca1ee7083b2e7a215f023c,0,1,0.9362562287243871,11,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
28b56fabe236617c86a2d61909c9f43debffdf2d2d509252fade917b4009f670,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
34155b304802344907a8f239cac3b80cd263e12406c214fc55fc69fe2d45e265,0,1,0.9362562287243871,11,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
57a1f64d22fcb344b83c4bc95b08654b8c71dad398693d155720635a3f848040,0,1,0.9362562287243871,11,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
1e8de61a79e7565ca6df49827b373783faac4b845affaecec39d014553b2e333,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
ca56853f664141ce1f3c405542eb93540829e6f909200a2e4e6cf2c19506f692,0,1,0.9362562287243871,10,,0,0,0,0,0,1.6068125,2.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
